Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
5848,1,1.0,40.178924609776345,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
14316,0,1.0,63.1956371657265,23.246574567320657,12.0,18,19.0,2012,0.006076152,B,B,30,5285,0,645.0,6,6,B
6910,3,1.0,38.78799930878896,19.878572122602154,8.0,8,16.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
64,39,1.0,45.07407883523329,14.823382316577652,12.0,13,17.0,2006,0.428825818,B,B,25,5011,8,730.0,0,2,B
2007,30,3.0,83.80187923926731,,1.0,8,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
6453,29,1.0,33.566347659815925,20.65683038688094,5.0,5,5.0,1965,0.069660344,B,B,31,6119,4,,1,2,B
6206,59,2.0,78.53043555955044,,0.0,7,0.0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B
11958,56,3.0,79.95395047392044,47.90546432514435,10.0,6,17.0,1988,0.0,B,B,23,5067,4,,2,6,B
7817,81,2.0,43.006785389992295,27.341873416026186,5.0,5,5.0,1964,0.006076152,B,B,30,5285,0,645.0,6,6,B
1655,95,1.0,44.94350122950068,,0.0,4,0.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
16427,83,2.0,45.515496284427925,29.351647023550072,5.0,3,9.0,1976,0.0077202819999999,B,B,38,4788,2,,0,4,B
7950,113,3.0,66.64786232722565,49.58096335918374,8.0,15,16.0,1988,0.060753049,B,B,15,2787,2,520.0,0,7,B
776,27,2.0,45.37888764454068,34.52689835823218,5.0,6,5.0,1978,0.051815435,B,B,5,1227,0,,0,0,B
7894,25,2.0,81.3104153737153,47.528986059439625,14.0,22,25.0,2010,0.069753361,B,B,53,13670,4,,1,11,B
6677,9,2.0,58.91537935453077,34.23153912475935,10.0,6,10.0,1993,0.161531741,B,B,25,5648,1,30.0,2,4,B
4024,83,1.0,39.99037017279849,23.636319786554107,8.0,15,17.0,1987,0.0077202819999999,B,B,38,4788,2,,0,4,B
1503,62,2.0,46.25205569839256,23.809926927165733,6.0,11,14.0,1975,0.002211665,B,B,39,7614,3,,1,5,A
6451,85,2.0,54.54417975062968,36.21229236031693,9.0,12,16.0,1981,0.037177818,B,B,52,11217,1,2300.0,1,7,B
16744,61,2.0,58.82480403733484,29.81780640169757,9.0,6,22.0,2012,0.300322518,B,B,52,10311,6,,1,9,B
12869,33,3.0,68.89113188356991,43.21735527873399,9.0,2,16.0,1973,0.051942062,B,B,17,4017,7,800.0,2,0,B
10706,62,2.0,54.46641963951477,35.320680112427304,9.0,16,16.0,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
16012,23,1.0,37.41819826860562,,0.0,5,7.0,1977,0.034656082,B,B,0,168,0,,0,0,B
1976,175,3.0,81.90175620308807,52.88740017979117,10.0,2,8.0,1962,0.037316452,B,B,32,6748,93,562.0,4,10,B
3008,44,3.0,63.72514894182347,47.1521608196654,6.0,11,9.0,1969,0.036122292,B,B,24,4378,0,1036.0,1,1,B
1845,46,1.0,33.72159411912663,17.694860976983485,5.0,4,5.0,1966,0.0,B,B,47,11319,0,1145.0,3,5,B
7991,7,1.0,38.53303673000283,37.94709994162268,1.0,2,16.0,1986,0.130617806,B,B,39,10418,9,900.0,1,9,B
7681,75,2.0,54.66585067931095,34.39782199376174,8.0,6,16.0,1976,0.307466659,B,A,30,5048,9,325.0,2,5,B
1624,48,1.0,40.56213506677054,39.91187466398589,1.0,12,1.0,2016,0.041124634,B,B,46,9515,5,,1,10,B
12070,101,2.0,41.94979547771488,23.226372958286497,6.0,5,12.0,1972,0.225824954,A,B,41,6558,7,1548.0,3,2,B
5782,27,2.0,58.35843641236407,61.30091905769744,10.0,4,17.0,2014,0.011654127,B,B,4,915,0,,0,0,B
278,93,2.0,52.39041785880824,30.487995746470137,8.0,13,12.0,1985,0.050900058,B,B,43,10621,1,30.0,2,3,B
16714,26,2.0,43.11754844033464,26.752308997006512,5.0,5,5.0,1967,0.0,B,B,36,6714,2,2672.0,0,2,B
15213,52,3.0,101.46178193304696,55.63918319381952,10.0,19,23.0,2011,0.371148999,B,B,34,7065,1,750.0,2,5,B
12736,9,3.0,89.2439640308897,45.99828585634443,10.0,16,22.0,1987,0.136244425,B,B,11,2370,0,,0,1,B
13187,30,1.0,96.14639392203196,81.32980827830714,5.0,12,39.0,2012,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
11985,1,2.0,66.56207107935955,66.4415603132246,1.0,9,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B
6461,101,1.0,41.36533248568241,22.02057496169424,8.0,13,14.0,2003,0.038692987,B,B,28,6533,1,1015.0,2,5,B
10877,9,3.0,87.32609655242695,48.701134930089786,10.0,20,22.0,1988,0.136244425,B,B,11,2370,0,,0,1,B
4855,1,1.0,41.39383967632886,21.689185402367148,10.0,4,22.0,2007,0.025609157,B,B,33,5261,0,240.0,3,1,B
3196,27,3.0,105.95036744135317,,1.0,3,6.0,1977,0.07542368,B,B,11,3097,0,,0,0,B
9398,58,2.0,70.99900775429991,,17.0,13,15.0,2020,0.43788524,B,B,23,5735,3,1084.0,0,5,B
15888,27,2.0,56.628474103948186,59.02569917223958,10.0,12,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
3927,103,1.0,37.70311822947968,23.780611724029704,9.0,15,16.0,1984,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
4816,89,2.0,58.69490814155216,37.92669749860402,7.0,4,8.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
3238,13,1.0,38.70694320605964,20.38525122390129,10.0,17,22.0,1996,0.090799103,B,B,74,19083,2,,5,15,B
2564,30,2.0,66.88187217218349,,1.0,11,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1899,76,3.0,102.78122046187325,58.28680183308729,13.0,22,21.0,2012,0.0,B,B,7,1660,39,1786.0,1,5,B
4722,104,4.0,81.55730568866873,81.6473778021562,11.0,10,10.0,1955,0.212515361,B,B,19,3293,16,628.0,3,7,B
7742,55,2.0,54.75165696064707,33.426666924130146,8.0,3,14.0,1996,0.041365446,B,B,31,5569,0,,1,4,B
6599,159,3.0,68.95200823319202,42.74801198057104,7.0,3,8.0,1934,0.246623602,B,B,14,2940,45,,3,6,B
7577,115,2.0,47.08394719262875,29.63015311272891,5.0,4,5.0,1962,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
3543,120,1.0,42.54209203640937,20.162828488856547,8.0,17,17.0,1997,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
2048,21,2.0,55.23813649347084,32.538587439651145,8.0,13,12.0,1983,0.194489265,B,B,47,8004,3,125.0,3,5,B
1506,17,3.0,126.52503365285676,128.23007768938714,12.0,8,15.0,2014,0.093442564,B,B,23,4635,5,3300.0,2,4,B
15989,62,1.0,47.095405501415,,0.0,4,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3744,62,3.0,83.3345401554866,,0.0,6,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
10222,55,2.0,56.35612102337564,32.72022154882839,8.0,11,14.0,1991,0.041365446,B,B,31,5569,0,,1,4,B
3458,101,1.0,19.04389412684894,13.941145028428163,3.0,4,5.0,1970,0.225824954,A,B,41,6558,7,1548.0,3,2,B
15030,58,1.0,49.843528350129965,,1.0,4,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3644,6,3.0,82.50410295433498,,1.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15771,23,3.0,105.59883863423885,,1.0,22,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2535,93,1.0,43.05703335444503,23.04479043030352,8.0,14,17.0,2010,0.041116354,B,B,53,14892,4,,1,4,B
1129,83,3.0,78.16075421670783,48.9452006002049,10.0,12,17.0,1986,0.0077202819999999,B,B,38,4788,2,,0,4,B
15859,13,3.0,82.31104819265433,45.73843640064102,12.0,12,17.0,2001,0.090799103,B,B,74,19083,2,,5,15,B
11717,1,2.0,77.01609387494601,77.5320388516305,0.0,10,9.0,1977,0.007122317,B,B,1,264,0,,0,1,B
10028,69,3.0,75.9558882819494,48.91518203180487,10.0,8,16.0,1984,0.000991363,B,B,33,6783,3,,1,9,B
16531,93,3.0,136.38939120926491,136.68919128618822,0.0,1,1.0,1977,0.004949358,B,B,0,186,0,,0,0,B
5755,180,2.0,68.4487828980041,44.54843349938272,7.0,8,7.0,1929,0.037316452,B,B,32,6748,93,562.0,4,10,B
12755,32,2.0,58.90007371532232,34.73070696368488,8.0,18,24.0,1997,0.135649789,B,B,46,7960,6,350.0,3,11,B
11609,32,2.0,56.97598363222389,34.58081538186071,10.0,15,22.0,2010,0.135649789,B,B,46,7960,6,350.0,3,11,B
8301,1,2.0,64.67644465593514,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
8102,3,1.0,40.0257239874583,19.90966675650783,7.0,10,17.0,2004,0.050900058,B,B,43,10621,1,30.0,2,3,B
891,85,2.0,65.55069031351593,61.68927974726668,10.0,13,22.0,1988,0.037177818,B,B,52,11217,1,2300.0,1,7,B
13566,141,3.0,67.09662526343965,47.496636301009005,7.0,1,5.0,1953,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
4499,99,2.0,56.39647501836508,29.173768485531543,11.0,1,16.0,1997,0.012338886,B,B,35,5776,1,2078.0,2,4,B
7127,69,3.0,74.0297696255355,43.34754809163996,10.0,8,23.0,1986,0.0,B,B,18,3374,5,620.0,1,2,B
1127,61,2.0,48.53756249209019,30.751863895544453,6.0,3,12.0,1975,0.300322518,B,B,52,10311,6,,1,9,B
16325,19,2.0,59.49924253949579,34.31478893732645,10.0,7,17.0,2007,0.309479124,B,B,35,7715,4,990.0,0,6,B
10448,17,3.0,79.71973477967563,50.85510623749568,10.0,6,17.0,1983,0.093442564,B,B,23,4635,5,3300.0,2,4,B
9663,27,2.0,88.22319731489117,48.54797239140474,16.0,5,14.0,2007,0.051815435,B,B,5,1227,0,,0,0,B
11651,3,1.0,40.11768891770818,24.646038170932503,7.0,12,16.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
3282,93,1.0,39.73406818453108,21.235415990070805,8.0,5,14.0,1986,0.521867054,B,B,25,6149,0,,0,0,B
7316,61,2.0,51.57892990741471,33.259663244119785,8.0,13,17.0,1989,0.300322518,B,B,52,10311,6,,1,9,B
8249,58,1.0,39.7683400120084,22.41394259970384,8.0,10,10.0,2005,0.31019913,B,B,11,2748,1,,0,0,B
3883,3,2.0,62.94609680973591,38.29646711140192,10.0,17,17.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
2778,99,1.0,56.233048668067006,31.680272117066487,11.0,4,16.0,1978,0.033493708,B,B,66,10573,1,1322.0,3,8,B
8363,1,2.0,73.6484433277567,35.36836896994535,9.0,23,25.0,2011,0.025609157,B,B,33,5261,0,240.0,3,1,B
4066,74,3.0,111.47404050008112,111.6022035595422,17.0,13,15.0,2016,0.075778755,B,B,6,1437,3,,0,2,B
16629,151,1.0,32.11344868416979,22.077257160114712,6.0,8,9.0,1976,0.236108458,B,B,16,3893,27,,3,10,B
3087,23,2.0,60.15504790045204,,1.0,13,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
6443,3,3.0,66.63619851265322,43.66309309319322,9.0,5,14.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
14850,124,2.0,45.710070471365576,28.425434561451176,5.0,7,5.0,1968,0.122090347,B,B,29,6566,7,1894.0,4,0,B
11971,169,2.0,67.94555137697529,69.26308549302902,1.0,2,2.0,2017,0.178916796,B,B,18,3594,4,192.0,1,5,B
11528,21,2.0,44.75758049015514,32.83752383028055,6.0,5,5.0,1961,0.034331497,B,B,25,5487,3,,0,4,B
4060,21,2.0,40.30206377940132,23.555039824988555,6.0,14,12.0,1967,0.194489265,B,B,47,8004,3,125.0,3,5,B
11094,3,1.0,43.06559559391794,22.82642146807039,8.0,8,12.0,1983,0.050900058,B,B,43,10621,1,30.0,2,3,B
8770,60,2.0,52.33592488103741,31.799608520806647,6.0,9,14.0,1978,0.007658515,B,B,35,7077,56,2301.0,3,19,B
6914,93,2.0,48.56274186178487,29.0119245662584,6.0,6,9.0,1978,0.050900058,B,B,43,10621,1,30.0,2,3,B
13771,27,2.0,57.79582814583778,,1.0,9,15.0,2015,0.011654127,B,B,4,915,0,,0,0,B
4306,69,3.0,80.06678399846665,49.212077040152224,10.0,9,16.0,1985,0.000991363,B,B,33,6783,3,,1,9,B
6791,1,3.0,72.02327542455551,2.470855692268123,1.0,4,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
14818,48,3.0,50.442545421042006,37.61152476186811,6.0,5,9.0,1982,0.041124634,B,B,46,9515,5,,1,10,B
5450,51,2.0,51.85133641053128,32.114051612620486,7.0,14,14.0,1956,0.015016892,B,B,17,3079,59,2890.0,0,8,B
4836,0,3.0,57.966828817377845,37.290753088037846,5.0,3,8.0,1963,0.319809354,B,B,25,4756,16,2857.0,5,8,B
14358,67,1.0,43.85707863238357,46.22643307356097,1.0,20,22.0,1977,0.0077202819999999,B,B,38,4788,2,,0,4,B
14274,47,4.0,101.55065354892908,60.17443519975215,9.0,5,24.0,2011,0.197367951,B,B,8,2423,1,32.0,0,1,B
6760,38,1.0,46.12544858899494,,1.0,4,17.0,1977,0.060753049,B,B,15,2787,2,520.0,0,7,B
6937,103,4.0,92.49976840780153,64.32565950679445,7.0,3,10.0,1958,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
14902,28,1.0,39.5646130852,21.490468835453036,9.0,14,16.0,1986,0.118537385,B,B,30,6207,1,1183.0,1,0,B
14466,84,3.0,78.53758483988389,50.51252981264494,7.0,2,5.0,1956,0.006076152,B,B,30,5285,0,645.0,6,6,B
6269,145,3.0,77.73784627391966,47.446026222326566,12.0,18,17.0,2005,0.246031548,B,A,22,3151,4,2715.0,3,3,B
5856,1,2.0,62.78509546760901,,1.0,5,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
12953,170,3.0,82.43411452510243,53.30585522413501,8.0,14,14.0,1975,0.21843974,B,B,21,4472,6,1450.0,4,7,A
15806,12,3.0,76.53652641376584,49.341327788929966,10.0,12,16.0,1984,0.090799103,B,B,74,19083,2,,5,15,B
9967,149,1.0,43.67397021406908,20.564666972502845,10.0,7,22.0,2006,0.041116354,B,B,53,14892,4,,1,4,B
4270,1,1.0,45.91426626173156,,1.0,8,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
430,46,1.0,38.38930714124699,23.51992066440484,7.0,15,21.0,1994,0.0,B,B,47,11319,0,1145.0,3,5,B
8922,48,2.0,46.344407714575176,45.79569484795024,6.0,7,9.0,1981,0.041124634,B,B,46,9515,5,,1,10,B
5839,23,1.0,44.28046728110101,,1.0,25,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
1213,6,3.0,76.88427810837435,2.063414960956921,1.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11100,18,1.0,51.73750759592284,30.524222511095232,1.0,2,1.0,1977,0.0,B,B,30,5562,0,,0,5,A
3204,128,2.0,62.08212168220585,,0.0,2,3.0,1977,0.0,B,B,27,4798,0,30.0,2,8,B
9903,67,1.0,34.65381300459845,22.549847876854,6.0,7,9.0,1976,0.0077202819999999,B,B,38,4788,2,,0,4,B
7009,46,2.0,49.2739815503591,29.52187617932179,6.0,9,9.0,1974,0.0,B,B,47,11319,0,1145.0,3,5,B
12144,128,1.0,39.40216930841053,21.149389319690872,8.0,9,14.0,1991,0.0,B,B,27,4798,0,30.0,2,8,B
13847,53,1.0,38.62020539009957,40.66350752328936,1.0,21,19.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
9533,96,1.0,40.780641483400494,21.004111138878027,10.0,5,12.0,2006,0.041116354,B,B,53,14892,4,,1,4,B
1222,9,3.0,79.10812413512404,47.846840273287,10.0,16,17.0,1995,0.069753361,B,B,53,13670,4,,1,11,B
7231,21,1.0,41.99692388230889,25.503178262736693,8.0,8,12.0,1978,0.194489265,B,B,47,8004,3,125.0,3,5,B
6105,23,2.0,64.57525633018204,,10.0,10,17.0,2018,0.075778755,B,B,6,1437,3,,0,2,B
3878,139,2.0,43.73242549138507,29.019878833170303,5.0,7,5.0,1962,0.122090347,B,B,29,6566,7,1894.0,4,0,B
15237,115,1.0,31.60521020875582,18.247346625369048,5.0,3,5.0,1962,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
5430,101,1.0,38.74370289661279,22.87738591588361,6.0,4,9.0,1979,0.225824954,A,B,41,6558,7,1548.0,3,2,B
7813,124,1.0,38.4533939307614,22.61404926906141,9.0,5,14.0,1961,0.16909109,B,B,19,3856,10,,2,5,B
3434,19,2.0,57.2649564248274,35.82746332039963,8.0,3,5.0,1960,0.309479124,B,B,35,7715,4,990.0,0,6,B
11763,44,3.0,87.44207173223776,52.575332579279966,9.0,24,23.0,2008,0.232205084,B,B,24,4860,1,80.0,0,3,B
1814,1,1.0,41.11560894052037,41.17146392419938,0.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
7799,3,1.0,36.93082261471204,18.977519347566744,9.0,1,12.0,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B
1297,42,1.0,43.446218042593706,18.28785445311575,10.0,5,24.0,2009,0.158249043,B,B,21,5731,0,,1,0,B
4606,19,1.0,46.72675746606642,19.456422834464387,9.0,26,25.0,2002,0.000991363,B,B,33,6783,3,,1,9,B
1060,88,3.0,63.32311455680478,48.86704611416195,7.0,14,12.0,1973,0.127375905,B,B,43,8429,3,,3,9,B
11384,6,3.0,77.06377276635772,70.31303414128256,1.0,5,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
1602,155,1.0,44.138583292663135,20.289670724167248,9.0,5,6.0,1930,0.042307271,B,B,17,2810,9,4849.0,3,6,B
371,27,3.0,77.80249889983737,48.38158984337357,9.0,4,17.0,2011,0.07542368,B,B,11,3097,0,,0,0,B
2659,56,3.0,80.1962253828487,48.8005802228147,10.0,20,22.0,2003,0.0,B,B,23,5067,4,,2,6,B
4854,7,2.0,60.69826501126976,33.940843839373215,8.0,19,22.0,2009,0.035145267,B,B,42,9292,3,2620.0,0,3,B
10798,23,3.0,69.58489082726886,,1.0,1,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
13877,27,2.0,56.78226155296662,54.473735754962064,10.0,2,5.0,2015,0.07542368,B,B,11,3097,0,,0,0,B
14384,6,2.0,53.51691633612811,,1.0,4,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15724,78,3.0,74.08463916462037,46.70340758687666,8.0,4,25.0,2012,0.092290642,B,B,21,4346,2,165.0,1,2,B
1278,47,1.0,41.49849752664512,22.45382652053375,8.0,16,14.0,2001,0.298204575,B,B,16,4048,3,,1,3,B
9089,80,2.0,48.666952841498926,30.99585260676777,6.0,10,9.0,1976,0.0077202819999999,B,B,38,4788,2,,0,4,B
2698,67,2.0,52.440109822707406,34.07909181168427,10.0,14,12.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
12705,7,2.0,47.67830888001247,29.57709458559742,5.0,5,5.0,1968,0.130617806,B,B,39,10418,9,900.0,1,9,B
1944,30,2.0,67.14961142112578,,1.0,14,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
8673,27,1.0,47.058040732585056,,1.0,4,16.0,2015,0.072157581,B,B,2,629,1,,0,0,A
14803,6,2.0,62.75938238886457,,1.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8311,53,1.0,38.74789725849215,21.60202040694776,8.0,15,24.0,2020,0.049637257,B,B,34,7759,0,229.0,1,3,B
10964,101,1.0,31.05021625752945,21.777253568414583,6.0,3,5.0,1958,0.225824954,A,B,41,6558,7,1548.0,3,2,B
15313,76,1.0,37.58702793369136,15.039961283814428,7.0,3,9.0,1965,0.0,B,B,7,1660,39,1786.0,1,5,B
2181,95,2.0,63.62035543591362,43.085218322210366,6.0,6,6.0,1929,0.341071945,B,B,27,5664,48,2300.0,3,11,B
4141,94,4.0,96.93312720933692,96.2829009845397,8.0,18,22.0,2015,0.282797669,B,B,33,8667,2,,0,6,B
16193,3,2.0,46.907623090520495,27.88147859889289,5.0,8,12.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
286,47,3.0,82.76310854201816,,1.0,15,22.0,1977,0.197367951,B,B,8,2423,1,32.0,0,1,B
8258,23,1.0,30.97890459393039,,1.0,7,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
4870,9,2.0,45.29117347113748,29.16548456137612,5.0,6,9.0,1975,0.13012277,B,B,8,1986,0,,0,0,B
270,83,1.0,32.287884366667484,18.334036634115648,6.0,8,9.0,1973,0.0077202819999999,B,B,38,4788,2,,0,4,B
987,45,3.0,82.06737828974852,,1.0,8,17.0,2015,0.195781053,B,B,23,5212,6,,3,2,B
10272,9,3.0,77.67927907920622,45.32494510197428,10.0,3,14.0,1992,0.161531741,B,B,25,5648,1,30.0,2,4,B
10926,27,3.0,81.91427796696803,,0.0,6,0.0,1977,0.017647053,B,B,2,469,0,,0,0,B
1764,167,2.0,55.267779537792336,33.11789028947921,8.0,14,12.0,1990,0.236108458,B,B,16,3893,27,,3,10,B
12457,30,2.0,62.31742242943879,,1.0,3,1.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
8354,62,2.0,62.5937866412943,59.78684445263104,10.0,1,16.0,1981,0.002211665,B,B,39,7614,3,,1,5,A
2436,28,1.0,33.96336543862852,14.15236709301961,7.0,9,12.0,1988,0.118537385,B,B,30,6207,1,1183.0,1,0,B
15960,17,3.0,67.73089105109847,47.37240755135529,8.0,8,8.0,1961,0.0,B,B,25,5027,4,46.0,1,1,B
12168,41,1.0,44.757487405652455,23.50790608434121,8.0,9,12.0,1983,0.127811589,B,B,28,7287,5,320.0,1,3,B
2870,48,1.0,37.404287442720616,,1.0,11,1.0,2014,0.041124634,B,B,46,9515,5,,1,10,B
10815,42,2.0,59.5596079977575,32.05103903351943,12.0,6,9.0,2005,0.158249043,B,B,21,5731,0,,1,0,B
4445,61,3.0,64.91570302915984,43.59426054435693,8.0,2,16.0,1981,0.300322518,B,B,52,10311,6,,1,9,B
781,111,1.0,35.90778059903505,20.347566025844262,6.0,6,9.0,1968,0.135649789,B,B,46,7960,6,350.0,3,11,B
13452,84,2.0,46.01779955512664,27.66229520323308,5.0,8,9.0,1973,0.006076152,B,B,30,5285,0,645.0,6,6,B
16537,2,3.0,47.97305570752284,28.52566955656111,5.0,5,5.0,1960,0.0,B,B,33,7425,1,,2,5,B
12945,140,2.0,45.0998053843334,31.22307052990855,5.0,5,5.0,1962,0.23861713,B,B,26,3889,6,705.0,3,6,B
8021,23,2.0,54.0741457667719,34.382571981695214,9.0,9,17.0,2011,0.075778755,B,B,6,1437,3,,0,2,B
16727,6,3.0,76.82031094337486,43.19516397854557,12.0,15,17.0,2008,0.243204519,B,B,5,1564,0,540.0,0,0,B
10333,176,1.0,40.45925484366857,22.204869965191246,8.0,5,5.0,1960,0.08761909,B,B,8,1497,5,,1,0,B
12064,6,2.0,65.89741617272568,5.264992814972579,1.0,12,1.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
5845,111,1.0,33.984271075907024,22.95200251511988,5.0,4,5.0,1964,0.0,B,B,36,6714,2,2672.0,0,2,B
7778,5,2.0,43.41816938063175,21.590298239277963,9.0,2,7.0,1960,0.150817539,B,B,16,3433,4,2643.0,4,5,B
1257,80,2.0,55.82973026173838,30.340549390635733,8.0,12,14.0,1987,0.0,B,B,39,8647,0,810.0,0,5,B
2600,1,3.0,76.88518041611354,44.43330979690482,10.0,9,17.0,1994,0.025609157,B,B,33,5261,0,240.0,3,1,B
6615,6,1.0,44.79122298257181,42.17176923603591,1.0,6,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
11733,39,3.0,75.51646591244769,46.54491142166501,8.0,20,21.0,1993,0.428825818,B,B,25,5011,8,730.0,0,2,B
2873,6,3.0,77.93759822551998,,0.0,12,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15199,119,1.0,33.05345305875188,20.1091822914892,5.0,4,5.0,1962,0.000995363,B,B,42,7651,1,,1,5,B
16734,56,1.0,41.77435417865932,23.47822259274657,8.0,14,17.0,1990,0.0,B,B,23,5067,4,,2,6,B
15248,2,3.0,99.00970911385905,58.47001645351887,12.0,15,16.0,1991,0.035145267,B,B,42,9292,3,2620.0,0,3,B
8350,93,2.0,49.43858303593925,33.12365430845393,9.0,5,12.0,1977,0.050900058,B,B,43,10621,1,30.0,2,3,B
12434,35,2.0,62.28974716718402,,1.0,18,17.0,2016,0.089039719,B,B,33,7976,5,,0,11,B
272,41,3.0,50.55302531149618,35.496396539080266,6.0,3,9.0,1975,0.036122292,B,B,24,4378,0,1036.0,1,1,B
510,30,3.0,83.03430064113046,82.61283614933097,1.0,17,17.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2106,2,2.0,46.312495973999866,31.9538060093018,6.0,8,9.0,1970,0.309479124,B,B,35,7715,4,990.0,0,6,B
772,49,2.0,54.02440075030214,28.383604740141312,9.0,19,17.0,2008,0.020741326,B,B,24,5613,5,1340.0,2,5,B
15578,44,1.0,31.423518471459488,17.298340570662287,5.0,9,9.0,1972,0.036122292,B,B,24,4378,0,1036.0,1,1,B
15837,66,2.0,42.82308060371631,26.447974276130072,4.0,4,9.0,1973,0.111627393,B,B,50,12238,8,1970.0,2,3,B
12123,6,1.0,40.44583605566729,18.660079683274333,9.0,10,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
10555,76,2.0,56.889618849320975,33.207699492935255,9.0,4,16.0,1975,0.0,B,B,7,1660,39,1786.0,1,5,B
7268,14,2.0,66.47972316303448,64.169820037615,10.0,14,17.0,2017,0.042031587,B,B,37,6856,84,1940.0,2,5,B
5922,67,3.0,71.8338652028187,40.89341966339873,8.0,4,16.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
8596,47,2.0,48.11315961694912,30.408247218629988,5.0,9,9.0,1978,0.101872465,B,B,23,4583,3,,3,3,B
14801,1,2.0,63.14256906975294,66.21981509628355,1.0,11,24.0,2014,0.007122317,B,B,1,264,0,,0,1,B
4387,28,3.0,66.70398317110406,43.3425002492662,7.0,14,4.0,1974,0.118537385,B,B,30,6207,1,1183.0,1,0,B
5729,124,1.0,33.68030681079079,18.12588870219044,5.0,5,5.0,1959,0.16909109,B,B,19,3856,10,,2,5,B
11932,88,2.0,51.19078669690681,47.12738482120214,9.0,6,14.0,1972,0.127375905,B,B,43,8429,3,,3,9,B
186,74,2.0,80.08000580402965,,0.0,6,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
578,23,3.0,91.2273605199884,52.27398159757582,10.0,8,17.0,2012,0.075778755,B,B,6,1437,3,,0,2,B
9139,27,2.0,43.6241110477055,24.653433145189947,6.0,4,5.0,1979,0.211401214,B,B,9,1892,0,,0,1,B
2008,94,2.0,48.693295697353975,32.25870261971564,5.0,7,9.0,1975,0.127375905,B,B,43,8429,3,,3,9,B
4508,62,1.0,40.59708002769785,,0.0,7,15.0,1977,0.072157581,B,B,2,629,1,,0,0,A
8593,1,2.0,47.851365072771394,33.667048014240216,6.0,5,12.0,1983,0.059456227,B,B,1,362,0,,0,0,B
5396,164,1.0,39.94622673930564,22.99451555252517,7.0,16,17.0,2004,0.486245621,B,B,13,2514,19,,0,6,B
